Indicator,Group,State,Time Period Label,Percentage,Confidence Interval
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,"July 9 - July 14, 2020",34.8,30.4 - 39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,"July 9 - July 14, 2020",44.7,40.6 - 48.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,"July 9 - July 14, 2020",43.9,39.9 - 48.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,"July 9 - July 14, 2020",40.3,35.2 - 45.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,"July 9 - July 14, 2020",42.0,35.4 - 48.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,"July 9 - July 14, 2020",34.3,28.3 - 40.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,"July 9 - July 14, 2020",34.7,28.7 - 41.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,"July 9 - July 14, 2020",41.9,37.0 - 46.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,"July 9 - July 14, 2020",45.9,41.9 - 49.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,"July 9 - July 14, 2020",34.3,30.6 - 38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,"July 9 - July 14, 2020",35.4,28.7 - 42.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,"July 9 - July 14, 2020",35.2,31.0 - 39.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,"July 9 - July 14, 2020",40.5,36.4 - 44.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,"July 9 - July 14, 2020",40.9,35.9 - 46.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,"July 9 - July 14, 2020",36.6,32.0 - 41.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,"July 9 - July 14, 2020",33.0,28.2 - 38.0
Symptoms of Depressive Disorder,National Estimate,United States,"July 16 - July 21, 2020",29.6,28.8 - 30.5
Symptoms of Depressive Disorder,By State,Alabama,"July 16 - July 21, 2020",32.7,27.7 - 38.0
Symptoms of Depressive Disorder,By State,Alaska,"July 16 - July 21, 2020",27.4,22.9 - 32.2
Symptoms of Depressive Disorder,By State,Arizona,"July 16 - July 21, 2020",34.3,29.9 - 38.9
Symptoms of Depressive Disorder,By State,Arkansas,"July 16 - July 21, 2020",33.7,29.8 - 37.8
Symptoms of Depressive Disorder,By State,California,"July 16 - July 21, 2020",31.2,28.2 - 34.3
Symptoms of Depressive Disorder,By State,Colorado,"July 16 - July 21, 2020",29.1,24.3 - 34.4
Symptoms of Depressive Disorder,By State,Connecticut,"July 16 - July 21, 2020",25.9,21.9 - 30.3
Symptoms of Depressive Disorder,By State,Delaware,"July 16 - July 21, 2020",26.5,21.2 - 32.3
Symptoms of Depressive Disorder,By State,District of Columbia,"July 16 - July 21, 2020",23.8,17.7 - 30.8
Symptoms of Depressive Disorder,By State,Florida,"July 16 - July 21, 2020",30.7,27.1 - 34.4
Symptoms of Depressive Disorder,By State,Georgia,"July 16 - July 21, 2020",29.7,25.3 - 34.4
Symptoms of Depressive Disorder,By State,Hawaii,"July 16 - July 21, 2020",29.3,24.8 - 34.1
Symptoms of Depressive Disorder,By State,Idaho,"July 16 - July 21, 2020",34.2,29.8 - 38.9
Symptoms of Depressive Disorder,By State,Illinois,"July 16 - July 21, 2020",29.5,25.6 - 33.7
Symptoms of Depressive Disorder,By State,Indiana,"July 16 - July 21, 2020",32.0,28.2 - 36.1
Symptoms of Depressive Disorder,By State,Iowa,"July 16 - July 21, 2020",25.3,20.4 - 30.7
Symptoms of Depressive Disorder,By State,Kansas,"July 16 - July 21, 2020",30.5,26.6 - 34.5
Symptoms of Depressive Disorder,By State,Kentucky,"July 16 - July 21, 2020",30.6,25.9 - 35.6
Symptoms of Depressive Disorder,By State,Louisiana,"July 16 - July 21, 2020",31.7,26.7 - 37.1
Symptoms of Depressive Disorder,By State,Maine,"July 16 - July 21, 2020",25.3,20.6 - 30.4
Symptoms of Depressive Disorder,By State,Maryland,"July 16 - July 21, 2020",29.5,25.6 - 33.7
Symptoms of Depressive Disorder,By State,Massachusetts,"July 16 - July 21, 2020",23.7,19.8 - 28.0
Symptoms of Depressive Disorder,By State,Michigan,"July 16 - July 21, 2020",28.6,24.9 - 32.5
Symptoms of Depressive Disorder,By State,Minnesota,"July 16 - July 21, 2020",24.2,20.8 - 27.9
Symptoms of Depressive Disorder,By State,Mississippi,"July 16 - July 21, 2020",36.5,30.4 - 42.9
Symptoms of Depressive Disorder,By State,Missouri,"July 16 - July 21, 2020",24.8,21.1 - 28.9
Symptoms of Depressive Disorder,By State,Montana,"July 16 - July 21, 2020",28.4,22.8 - 34.5
Symptoms of Depressive Disorder,By State,Nebraska,"July 16 - July 21, 2020",25.2,20.8 - 30.0
Symptoms of Depressive Disorder,By State,Nevada,"July 16 - July 21, 2020",38.6,34.0 - 43.3
Symptoms of Depressive Disorder,By State,New Hampshire,"July 16 - July 21, 2020",28.8,23.6 - 34.3
Symptoms of Depressive Disorder,By State,New Jersey,"July 16 - July 21, 2020",26.8,22.0 - 32.0
Symptoms of Depressive Disorder,By State,New Mexico,"July 16 - July 21, 2020",37.6,32.5 - 43.0
Symptoms of Depressive Disorder,By State,New York,"July 16 - July 21, 2020",29.3,25.1 - 33.8
Symptoms of Depressive Disorder,By State,North Carolina,"July 16 - July 21, 2020",30.5,26.2 - 35.1
Symptoms of Depressive Disorder,By State,North Dakota,"July 16 - July 21, 2020",26.8,19.4 - 35.2
Symptoms of Depressive Disorder,By State,Ohio,"July 16 - July 21, 2020",24.9,21.0 - 29.0
Symptoms of Depressive Disorder,By State,Oklahoma,"July 16 - July 21, 2020",33.5,28.3 - 39.0
Symptoms of Depressive Disorder,By State,Oregon,"July 16 - July 21, 2020",36.4,31.3 - 41.8
Symptoms of Depressive Disorder,By State,Pennsylvania,"July 16 - July 21, 2020",20.5,17.7 - 23.6
Symptoms of Depressive Disorder,By State,Rhode Island,"July 16 - July 21, 2020",25.9,21.1 - 31.3
Symptoms of Depressive Disorder,By State,South Carolina,"July 16 - July 21, 2020",32.3,26.6 - 38.4
Symptoms of Depressive Disorder,By State,South Dakota,"July 16 - July 21, 2020",27.6,22.4 - 33.4
Symptoms of Depressive Disorder,By State,Tennessee,"July 16 - July 21, 2020",33.7,28.4 - 39.3
Symptoms of Depressive Disorder,By State,Texas,"July 16 - July 21, 2020",32.4,29.0 - 35.9
Symptoms of Depressive Disorder,By State,Utah,"July 16 - July 21, 2020",28.5,24.8 - 32.5
Symptoms of Depressive Disorder,By State,Vermont,"July 16 - July 21, 2020",21.4,16.7 - 26.8
Symptoms of Depressive Disorder,By State,Virginia,"July 16 - July 21, 2020",27.0,23.4 - 30.9
Symptoms of Depressive Disorder,By State,Washington,"July 16 - July 21, 2020",32.2,27.8 - 36.9
Symptoms of Depressive Disorder,By State,West Virginia,"July 16 - July 21, 2020",28.0,22.8 - 33.7
Symptoms of Depressive Disorder,By State,Wisconsin,"July 16 - July 21, 2020",23.9,20.1 - 28.0
Symptoms of Depressive Disorder,By State,Wyoming,"July 16 - July 21, 2020",31.6,24.4 - 39.5
Symptoms of Anxiety Disorder,National Estimate,United States,"July 16 - July 21, 2020",36.1,35.2 - 36.9
Symptoms of Anxiety Disorder,By State,Alabama,"July 16 - July 21, 2020",39.9,35.2 - 44.7
Symptoms of Anxiety Disorder,By State,Alaska,"July 16 - July 21, 2020",33.8,29.0 - 38.8
Symptoms of Anxiety Disorder,By State,Arizona,"July 16 - July 21, 2020",41.3,36.9 - 45.9
Symptoms of Anxiety Disorder,By State,Arkansas,"July 16 - July 21, 2020",36.8,32.4 - 41.4
Symptoms of Anxiety Disorder,By State,California,"July 16 - July 21, 2020",38.9,35.7 - 42.2
Symptoms of Anxiety Disorder,By State,Colorado,"July 16 - July 21, 2020",38.0,33.4 - 42.8
Symptoms of Anxiety Disorder,By State,Connecticut,"July 16 - July 21, 2020",30.4,25.6 - 35.6
Symptoms of Anxiety Disorder,By State,Delaware,"July 16 - July 21, 2020",29.0,23.8 - 34.7
Symptoms of Anxiety Disorder,By State,District of Columbia,"July 16 - July 21, 2020",33.9,27.0 - 41.3
Symptoms of Anxiety Disorder,By State,Florida,"July 16 - July 21, 2020",35.1,32.0 - 38.2
Symptoms of Anxiety Disorder,By State,Georgia,"July 16 - July 21, 2020",35.5,30.7 - 40.6
Symptoms of Anxiety Disorder,By State,Hawaii,"July 16 - July 21, 2020",37.2,31.9 - 42.7
Symptoms of Anxiety Disorder,By State,Idaho,"July 16 - July 21, 2020",37.3,32.7 - 42.0
Symptoms of Anxiety Disorder,By State,Illinois,"July 16 - July 21, 2020",38.0,34.0 - 42.1
Symptoms of Anxiety Disorder,By State,Indiana,"July 16 - July 21, 2020",36.8,32.2 - 41.7
Symptoms of Anxiety Disorder,By State,Iowa,"July 16 - July 21, 2020",31.3,26.4 - 36.5
Symptoms of Anxiety Disorder,By State,Kansas,"July 16 - July 21, 2020",34.8,30.7 - 39.1
Symptoms of Anxiety Disorder,By State,Kentucky,"July 16 - July 21, 2020",35.9,30.5 - 41.7
Symptoms of Anxiety Disorder,By State,Louisiana,"July 16 - July 21, 2020",38.5,33.1 - 44.2
Symptoms of Anxiety Disorder,By State,Maine,"July 16 - July 21, 2020",35.7,31.2 - 40.3
Symptoms of Anxiety Disorder,By State,Maryland,"July 16 - July 21, 2020",33.2,29.8 - 36.7
Symptoms of Anxiety Disorder,By State,Massachusetts,"July 16 - July 21, 2020",31.1,27.6 - 34.9
Symptoms of Anxiety Disorder,By State,Michigan,"July 16 - July 21, 2020",36.3,31.5 - 41.3
Symptoms of Anxiety Disorder,By State,Minnesota,"July 16 - July 21, 2020",32.2,28.4 - 36.3
Symptoms of Anxiety Disorder,By State,Mississippi,"July 16 - July 21, 2020",38.6,33.2 - 44.2
Symptoms of Anxiety Disorder,By State,Missouri,"July 16 - July 21, 2020",34.9,30.1 - 40.0
Symptoms of Anxiety Disorder,By State,Montana,"July 16 - July 21, 2020",27.5,22.6 - 32.8
Symptoms of Anxiety Disorder,By State,Nebraska,"July 16 - July 21, 2020",30.0,25.4 - 34.9
Symptoms of Anxiety Disorder,By State,Nevada,"July 16 - July 21, 2020",43.7,38.8 - 48.6
Symptoms of Anxiety Disorder,By State,New Hampshire,"July 16 - July 21, 2020",34.0,28.5 - 39.8
Symptoms of Anxiety Disorder,By State,New Jersey,"July 16 - July 21, 2020",34.2,29.0 - 39.6
Symptoms of Anxiety Disorder,By State,New Mexico,"July 16 - July 21, 2020",44.7,39.4 - 50.2
Symptoms of Anxiety Disorder,By State,New York,"July 16 - July 21, 2020",36.2,31.6 - 41.1
Symptoms of Anxiety Disorder,By State,North Carolina,"July 16 - July 21, 2020",33.1,28.9 - 37.5
Symptoms of Anxiety Disorder,By State,North Dakota,"July 16 - July 21, 2020",30.3,22.3 - 39.3
Symptoms of Anxiety Disorder,By State,Ohio,"July 16 - July 21, 2020",32.8,27.9 - 38.1
Symptoms of Anxiety Disorder,By State,Oklahoma,"July 16 - July 21, 2020",39.6,34.4 - 44.9
Symptoms of Anxiety Disorder,By State,Oregon,"July 16 - July 21, 2020",45.4,40.4 - 50.6
Symptoms of Anxiety Disorder,By State,Pennsylvania,"July 16 - July 21, 2020",29.2,25.2 - 33.3
Symptoms of Anxiety Disorder,By State,Rhode Island,"July 16 - July 21, 2020",41.8,36.2 - 47.6
Symptoms of Anxiety Disorder,By State,South Carolina,"July 16 - July 21, 2020",35.7,30.6 - 41.0
Symptoms of Anxiety Disorder,By State,South Dakota,"July 16 - July 21, 2020",27.6,21.5 - 34.5
Symptoms of Anxiety Disorder,By State,Tennessee,"July 16 - July 21, 2020",40.1,34.9 - 45.4
Symptoms of Anxiety Disorder,By State,Texas,"July 16 - July 21, 2020",38.4,35.2 - 41.7
Symptoms of Anxiety Disorder,By State,Utah,"July 16 - July 21, 2020",34.6,30.2 - 39.2
Symptoms of Anxiety Disorder,By State,Vermont,"July 16 - July 21, 2020",29.2,24.6 - 34.1
Symptoms of Anxiety Disorder,By State,Virginia,"July 16 - July 21, 2020",34.2,29.9 - 38.7
Symptoms of Anxiety Disorder,By State,Washington,"July 16 - July 21, 2020",37.1,32.0 - 42.3
Symptoms of Anxiety Disorder,By State,West Virginia,"July 16 - July 21, 2020",31.1,26.1 - 36.4
Symptoms of Anxiety Disorder,By State,Wisconsin,"July 16 - July 21, 2020",29.9,25.6 - 34.5
Symptoms of Anxiety Disorder,By State,Wyoming,"July 16 - July 21, 2020",38.8,32.7 - 45.2
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,"July 16 - July 21, 2020",40.9,40.1 - 41.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,"July 16 - July 21, 2020",43.3,38.6 - 48.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,"July 16 - July 21, 2020",38.8,34.1 - 43.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,"July 16 - July 21, 2020",44.9,40.5 - 49.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,"July 16 - July 21, 2020",43.5,39.4 - 47.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,"July 16 - July 21, 2020",44.1,41.2 - 47.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,"July 16 - July 21, 2020",41.5,36.6 - 46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,"July 16 - July 21, 2020",35.1,30.3 - 40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,"July 16 - July 21, 2020",36.6,30.9 - 42.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,"July 16 - July 21, 2020",36.1,29.1 - 43.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,"July 16 - July 21, 2020",40.5,37.2 - 44.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,"July 16 - July 21, 2020",40.0,35.3 - 44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,"July 16 - July 21, 2020",41.3,36.1 - 46.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,"July 16 - July 21, 2020",45.5,41.0 - 50.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,"July 16 - July 21, 2020",43.2,39.2 - 47.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,"July 16 - July 21, 2020",42.0,37.4 - 46.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,"July 16 - July 21, 2020",37.8,32.7 - 43.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,"July 16 - July 21, 2020",39.9,35.5 - 44.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,"July 16 - July 21, 2020",41.7,36.2 - 47.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,"July 16 - July 21, 2020",43.1,37.9 - 48.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,"July 16 - July 21, 2020",37.8,33.5 - 42.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,"July 16 - July 21, 2020",39.3,35.1 - 43.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,"July 16 - July 21, 2020",35.2,31.0 - 39.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,"July 16 - July 21, 2020",40.7,35.7 - 45.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,"July 16 - July 21, 2020",35.7,31.8 - 39.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,"July 16 - July 21, 2020",48.0,42.6 - 53.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,"July 16 - July 21, 2020",37.9,33.1 - 42.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,"July 16 - July 21, 2020",36.0,30.3 - 42.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,"July 16 - July 21, 2020",37.3,32.9 - 42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,"July 16 - July 21, 2020",46.8,42.0 - 51.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,"July 16 - July 21, 2020",40.7,34.6 - 46.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,"July 16 - July 21, 2020",37.6,31.9 - 43.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,"July 16 - July 21, 2020",47.5,42.1 - 52.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,"July 16 - July 21, 2020",41.1,36.0 - 46.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,"July 16 - July 21, 2020",39.5,35.0 - 44.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,"July 16 - July 21, 2020",33.8,26.4 - 41.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,"July 16 - July 21, 2020",37.1,31.7 - 42.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,"July 16 - July 21, 2020",44.1,39.2 - 49.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,"July 16 - July 21, 2020",50.2,44.8 - 55.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,"July 16 - July 21, 2020",31.8,27.9 - 35.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,"July 16 - July 21, 2020",44.5,38.7 - 50.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,"July 16 - July 21, 2020",42.3,37.3 - 47.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,"July 16 - July 21, 2020",35.4,30.0 - 41.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,"July 16 - July 21, 2020",43.6,38.1 - 49.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,"July 16 - July 21, 2020",44.3,40.8 - 47.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,"July 16 - July 21, 2020",37.8,33.6 - 42.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,"July 16 - July 21, 2020",33.2,28.4 - 38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,"July 16 - July 21, 2020",38.3,34.0 - 42.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,"July 16 - July 21, 2020",43.8,39.3 - 48.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,"July 16 - July 21, 2020",37.0,31.4 - 42.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,"July 16 - July 21, 2020",33.3,28.9 - 37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,"July 16 - July 21, 2020",41.3,34.9 - 47.9
Symptoms of Depressive Disorder,National Estimate,United States,"July 22 - Aug 18, 2020",,
Symptoms of Depressive Disorder,National Estimate,United States,"Aug 19 - Aug 31, 2020",24.5,24.0 - 25.0
Symptoms of Depressive Disorder,By State,Alabama,"Aug 19 - Aug 31, 2020",27.7,24.1 - 31.6
Symptoms of Depressive Disorder,By State,Alaska,"Aug 19 - Aug 31, 2020",22.2,19.3 - 25.2
Symptoms of Depressive Disorder,By State,Arizona,"Aug 19 - Aug 31, 2020",26.4,23.5 - 29.4
Symptoms of Depressive Disorder,By State,Arkansas,"Aug 19 - Aug 31, 2020",23.9,20.7 - 27.3
Symptoms of Depressive Disorder,By State,California,"Aug 19 - Aug 31, 2020",25.9,23.8 - 28.1
Symptoms of Depressive Disorder,By State,Colorado,"Aug 19 - Aug 31, 2020",24.5,21.8 - 27.4
Symptoms of Depressive Disorder,By State,Connecticut,"Aug 19 - Aug 31, 2020",23.8,20.3 - 27.7
Symptoms of Depressive Disorder,By State,Delaware,"Aug 19 - Aug 31, 2020",20.1,16.5 - 24.2
Symptoms of Depressive Disorder,By State,District of Columbia,"Aug 19 - Aug 31, 2020",23.8,18.2 - 30.2
Symptoms of Depressive Disorder,By State,Florida,"Aug 19 - Aug 31, 2020",27.8,25.4 - 30.3
Symptoms of Depressive Disorder,By State,Georgia,"Aug 19 - Aug 31, 2020",26.8,23.4 - 30.4
Symptoms of Depressive Disorder,By State,Hawaii,"Aug 19 - Aug 31, 2020",22.8,18.8 - 27.2
Symptoms of Depressive Disorder,By State,Idaho,"Aug 19 - Aug 31, 2020",22.8,20.2 - 25.6
Symptoms of Depressive Disorder,By State,Illinois,"Aug 19 - Aug 31, 2020",23.5,20.6 - 26.6
Symptoms of Depressive Disorder,By State,Indiana,"Aug 19 - Aug 31, 2020",25.4,22.4 - 28.5
Symptoms of Depressive Disorder,By State,Iowa,"Aug 19 - Aug 31, 2020",20.0,16.9 - 23.4
Symptoms of Depressive Disorder,By State,Kansas,"Aug 19 - Aug 31, 2020",24.3,21.3 - 27.6
Symptoms of Depressive Disorder,By State,Kentucky,"Aug 19 - Aug 31, 2020",27.9,24.4 - 31.7
Symptoms of Depressive Disorder,By State,Louisiana,"Aug 19 - Aug 31, 2020",26.9,23.1 - 30.9
Symptoms of Depressive Disorder,By State,Maine,"Aug 19 - Aug 31, 2020",23.8,19.9 - 28.0
Symptoms of Depressive Disorder,By State,Maryland,"Aug 19 - Aug 31, 2020",21.3,18.6 - 24.3
Symptoms of Depressive Disorder,By State,Massachusetts,"Aug 19 - Aug 31, 2020",22.3,20.1 - 24.7
Symptoms of Depressive Disorder,By State,Michigan,"Aug 19 - Aug 31, 2020",24.1,21.0 - 27.4
Symptoms of Depressive Disorder,By State,Minnesota,"Aug 19 - Aug 31, 2020",18.3,15.9 - 20.9
Symptoms of Depressive Disorder,By State,Mississippi,"Aug 19 - Aug 31, 2020",23.6,19.5 - 27.9
Symptoms of Depressive Disorder,By State,Missouri,"Aug 19 - Aug 31, 2020",23.7,20.9 - 26.7
Symptoms of Depressive Disorder,By State,Montana,"Aug 19 - Aug 31, 2020",18.6,15.9 - 21.6
Symptoms of Depressive Disorder,By State,Nebraska,"Aug 19 - Aug 31, 2020",20.9,18.0 - 24.1
Symptoms of Depressive Disorder,By State,Nevada,"Aug 19 - Aug 31, 2020",26.9,24.2 - 29.9
Symptoms of Depressive Disorder,By State,New Hampshire,"Aug 19 - Aug 31, 2020",19.8,15.3 - 24.9
